ProductKey,Product Code,Sub Category,Product Name,Product Color,Product Size,Product Line,Product Model Name,Product Description,Current Status,Product Status
375,BK-R89B-48,Road Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
376,BK-R89B-48,Road Bikes,"Road-250 Black, 48",Black,48,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Current
377,BK-R89B-52,Road Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
378,BK-R89B-52,Road Bikes,"Road-250 Black, 52",Black,52,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Current
379,BK-R89B-58,Road Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Outdate
380,BK-R89B-58,Road Bikes,"Road-250 Black, 58",Black,58,"R ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Current
381,BK-R64Y-38,Road Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Outdate
382,BK-R64Y-38,Road Bikes,"Road-550-W Yellow, 38",Yellow,38,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Current
383,BK-R64Y-40,Road Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Outdate
384,BK-R64Y-40,Road Bikes,"Road-550-W Yellow, 40",Yellow,40,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Current
385,BK-R64Y-42,Road Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Outdate
386,BK-R64Y-42,Road Bikes,"Road-550-W Yellow, 42",Yellow,42,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Current
387,BK-R64Y-44,Road Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Outdate
388,BK-R64Y-44,Road Bikes,"Road-550-W Yellow, 44",Yellow,44,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Current
389,BK-R64Y-48,Road Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Outdate
390,BK-R64Y-48,Road Bikes,"Road-550-W Yellow, 48",Yellow,48,"R ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Current
391,FK-1639,Forks,LL Fork,NA,NULL,NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,NULL,Outdate
392,FK-5136,Forks,ML Fork,NA,NULL,NULL,ML Fork,Composite road fork with an aluminum steerer tube.,NULL,Outdate
393,FK-9939,Forks,HL Fork,NA,NULL,NULL,HL Fork,High-performance carbon road fork with curved legs.,NULL,Outdate
394,HS-0296,Headsets,LL Headset,NA,NULL,NULL,LL Headset,Threadless headset provides quality at an economical price.,NULL,Outdate
395,HS-2451,Headsets,ML Headset,NA,NULL,NULL,ML Headset,Sealed cartridge keeps dirt out.,NULL,Outdate
396,HS-3479,Headsets,HL Headset,NA,NULL,NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",NULL,Outdate
397,HB-M243,Handlebars,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,NULL,Outdate
398,HB-M243,Handlebars,LL Mountain Handlebars,NA,NULL,"M ",LL Mountain Handlebars,All-purpose bar for on or off-road.,Current,Current
399,HB-M763,Handlebars,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,NULL,Outdate
400,HB-M763,Handlebars,ML Mountain Handlebars,NA,NULL,"M ",ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current,Current
401,HB-M918,Handlebars,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,NULL,Outdate
402,HB-M918,Handlebars,HL Mountain Handlebars,NA,NULL,"M ",HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current,Current
403,HB-R504,Handlebars,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,NULL,Outdate
404,HB-R504,Handlebars,LL Road Handlebars,NA,NULL,"R ",LL Road Handlebars,Unique shape provides easier reach to the levers.,Current,Current
405,HB-R720,Handlebars,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,NULL,Outdate
406,HB-R720,Handlebars,ML Road Handlebars,NA,NULL,"R ",ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current,Current
407,HB-R956,Handlebars,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,NULL,Outdate
408,HB-R956,Handlebars,HL Road Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current,Current
409,FR-M63B-38,Mountain Frames,"ML Mountain Frame - Black, 38",Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,NULL,Outdate
410,FW-M423,Wheels,LL Mountain Front Wheel,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,NULL,Outdate
411,FW-M762,Wheels,ML Mountain Front Wheel,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,NULL,Outdate
412,FW-M928,Wheels,HL Mountain Front Wheel,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,NULL,Outdate
413,FW-R623,Wheels,LL Road Front Wheel,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,NULL,Outdate
414,FW-R762,Wheels,ML Road Front Wheel,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,NULL,Outdate
415,FW-R820,Wheels,HL Road Front Wheel,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,NULL,Outdate
416,FW-T905,Wheels,Touring Front Wheel,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,NULL,Outdate
417,FR-R72Y-38,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Outdate
418,FR-R72Y-38,Road Frames,"ML Road Frame-W - Yellow, 38",Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Current
419,RW-M423,Wheels,LL Mountain Rear Wheel,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,NULL,Outdate
420,RW-M762,Wheels,ML Mountain Rear Wheel,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,NULL,Outdate
421,RW-M928,Wheels,HL Mountain Rear Wheel,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,NULL,Outdate
422,RW-R623,Wheels,LL Road Rear Wheel,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,NULL,Outdate
423,RW-R762,Wheels,ML Road Rear Wheel,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,NULL,Outdate
424,RW-R820,Wheels,HL Road Rear Wheel,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,NULL,Outdate
425,RW-T905,Wheels,Touring Rear Wheel,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,NULL,Outdate
426,FR-M63B-40,Mountain Frames,"ML Mountain Frame - Black, 40",Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Outdate
427,FR-M63B-44,Mountain Frames,"ML Mountain Frame - Black, 44",Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Outdate
428,FR-M63B-48,Mountain Frames,"ML Mountain Frame - Black, 48",Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Outdate
429,FR-R72Y-40,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Outdate
430,FR-R72Y-40,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Current
431,FR-R72Y-42,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Outdate
432,FR-R72Y-42,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Current
433,FR-R72Y-44,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Outdate
434,FR-R72Y-44,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Current
435,FR-R72Y-48,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Outdate
436,FR-R72Y-48,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Current
437,FR-R92B-62,Road Frames,"HL Road Frame - Black, 62",Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Outdate
438,FR-R92B-62,Road Frames,"HL Road Frame - Black, 62",Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Current
439,FR-R92B-44,Road Frames,"HL Road Frame - Black, 44",Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Outdate
440,FR-R92B-44,Road Frames,"HL Road Frame - Black, 44",Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Current
441,FR-R92B-48,Road Frames,"HL Road Frame - Black, 48",Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Outdate
442,FR-R92B-48,Road Frames,"HL Road Frame - Black, 48",Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Current
443,FR-R92B-52,Road Frames,"HL Road Frame - Black, 52",Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Outdate
444,FR-R92B-52,Road Frames,"HL Road Frame - Black, 52",Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Current
445,SH-M897-S,Shorts,"Men's Sports Shorts, S",Black,S,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Outdate
446,PA-T100,Panniers,"Touring-Panniers, Large",Grey,NULL,"T ",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",NULL,Outdate
447,LO-C100,Locks,Cable Lock,NA,NULL,"S ",Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",NULL,Outdate
448,PU-0452,Pumps,Minipump,NA,NULL,"S ",Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,NULL,Outdate
449,PU-M044,Pumps,Mountain Pump,NA,NULL,"M ",Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,NULL,Outdate
450,LT-T990,Lights,Taillights - Battery-Powered,NA,NULL,"R ",Taillight,Affordable light for safe night riding - uses 3 AAA batteries,NULL,Outdate
451,LT-H902,Lights,Headlights - Dual-Beam,NA,NULL,"R ",Headlights - Dual-Beam,Rechargeable dual-beam headlight.,NULL,Outdate
452,LT-H903,Lights,Headlights - Weatherproof,NA,NULL,"R ",Headlights - Weatherproof,Rugged weatherproof headlight.,NULL,Outdate
453,SH-M897-M,Shorts,"Men's Sports Shorts, M",Black,M,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Outdate
454,SH-M897-L,Shorts,"Men's Sports Shorts, L",Black,L,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Outdate
455,SH-M897-X,Shorts,"Men's Sports Shorts, XL",Black,XL,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Outdate
456,TG-W091-S,Tights,"Women's Tights, S",Black,S,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Outdate
457,TG-W091-M,Tights,"Women's Tights, M",Black,M,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Outdate
458,TG-W091-L,Tights,"Women's Tights, L",Black,L,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Outdate
459,SB-M891-S,Bib-Shorts,"Men's Bib-Shorts, S",Multi,S,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Outdate
460,SB-M891-M,Bib-Shorts,"Men's Bib-Shorts, M",Multi,M,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Outdate
461,SB-M891-L,Bib-Shorts,"Men's Bib-Shorts, L",Multi,L,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Outdate
462,GL-H102-S,Gloves,"Half-Finger Gloves, S",Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",NULL,Outdate
463,GL-H102-S,Gloves,"Half-Finger Gloves, S",Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Current
464,GL-H102-M,Gloves,"Half-Finger Gloves, M",Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",NULL,Outdate
465,GL-H102-M,Gloves,"Half-Finger Gloves, M",Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Current
466,GL-H102-L,Gloves,"Half-Finger Gloves, L",Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",NULL,Outdate
467,GL-H102-L,Gloves,"Half-Finger Gloves, L",Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Current
468,GL-F110-S,Gloves,"Full-Finger Gloves, S",Black,S,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",NULL,Outdate
469,GL-F110-M,Gloves,"Full-Finger Gloves, M",Black,M,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",NULL,Outdate
470,GL-F110-L,Gloves,"Full-Finger Gloves, L",Black,L,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",NULL,Outdate
471,VE-C304-S,Vests,"Classic Vest, S",Blue,S,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Current
472,VE-C304-M,Vests,"Classic Vest, M",Blue,M,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Current
473,VE-C304-L,Vests,"Classic Vest, L",Blue,L,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current,Current
474,SH-W890-S,Shorts,"Women's Mountain Shorts, S",Black,S,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Current
475,SH-W890-M,Shorts,"Women's Mountain Shorts, M",Black,M,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Current
476,SH-W890-L,Shorts,"Women's Mountain Shorts, L",Black,L,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current,Current
477,WB-H098,Bottles and Cages,Water Bottle - 30 oz.,NA,NULL,"S ",Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current,Current
478,BC-M005,Bottles and Cages,Mountain Bottle Cage,NA,NULL,"M ",Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current,Current
479,BC-R205,Bottles and Cages,Road Bottle Cage,NA,NULL,"R ",Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current,Current
480,PK-7098,Tires and Tubes,Patch Kit/8 Patches,NA,NULL,"S ",Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current,Current
481,SO-R809-M,Socks,"Racing Socks, M",White,M,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current,Current
482,SO-R809-L,Socks,"Racing Socks, L",White,L,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current,Current
483,RA-H123,Bike Racks,Hitch Rack - 4-Bike,NA,NULL,"S ",Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current,Current
484,CL-9009,Cleaners,Bike Wash - Dissolver,NA,NULL,"S ",Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current,Current
485,FE-6654,Fenders,Fender Set - Mountain,NA,NULL,"M ",Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,Current,Current
486,ST-1401,Bike Stands,All-Purpose Bike Stand,NA,NULL,"M ",All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current,Current
487,HY-1023-70,Hydration Packs,Hydration Pack - 70 oz.,Silver,70,"S ",Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current,Current
488,SJ-0194-S,Jerseys,"Short-Sleeve Classic Jersey, S",Yellow,S,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Current
489,SJ-0194-M,Jerseys,"Short-Sleeve Classic Jersey, M",Yellow,M,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Current
490,SJ-0194-L,Jerseys,"Short-Sleeve Classic Jersey, L",Yellow,L,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Current
491,SJ-0194-X,Jerseys,"Short-Sleeve Classic Jersey, XL",Yellow,XL,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current,Current
492,FR-T98Y-60,Touring Frames,"HL Touring Frame - Yellow, 60",Yellow,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
493,FR-T67Y-62,Touring Frames,"LL Touring Frame - Yellow, 62",Yellow,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
494,FR-T98Y-46,Touring Frames,"HL Touring Frame - Yellow, 46",Yellow,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
495,FR-T98Y-50,Touring Frames,"HL Touring Frame - Yellow, 50",Yellow,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
496,FR-T98Y-54,Touring Frames,"HL Touring Frame - Yellow, 54",Yellow,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
497,FR-T98U-46,Touring Frames,"HL Touring Frame - Blue, 46",Blue,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
498,FR-T98U-50,Touring Frames,"HL Touring Frame - Blue, 50",Blue,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
499,FR-T98U-54,Touring Frames,"HL Touring Frame - Blue, 54",Blue,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
500,FR-T98U-60,Touring Frames,"HL Touring Frame - Blue, 60",Blue,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current,Current
501,RD-2308,Derailleurs,Rear Derailleur,Silver,NULL,NULL,Rear Derailleur,Wide-link design.,Current,Current
502,FR-T67U-50,Touring Frames,"LL Touring Frame - Blue, 50",Blue,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
503,FR-T67U-54,Touring Frames,"LL Touring Frame - Blue, 54",Blue,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
504,FR-T67U-58,Touring Frames,"LL Touring Frame - Blue, 58",Blue,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
505,FR-T67U-62,Touring Frames,"LL Touring Frame - Blue, 62",Blue,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
506,FR-T67Y-44,Touring Frames,"LL Touring Frame - Yellow, 44",Yellow,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
507,FR-T67Y-50,Touring Frames,"LL Touring Frame - Yellow, 50",Yellow,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
508,FR-T67Y-54,Touring Frames,"LL Touring Frame - Yellow, 54",Yellow,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
509,FR-T67Y-58,Touring Frames,"LL Touring Frame - Yellow, 58",Yellow,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
510,FR-T67U-44,Touring Frames,"LL Touring Frame - Blue, 44",Blue,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current,Current
511,FR-M63S-40,Mountain Frames,"ML Mountain Frame-W - Silver, 40",Silver,40,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Current
512,FR-M63S-42,Mountain Frames,"ML Mountain Frame-W - Silver, 42",Silver,42,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Current
513,FR-M63S-46,Mountain Frames,"ML Mountain Frame-W - Silver, 46",Silver,46,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current,Current
514,RB-9231,Brakes,Rear Brakes,Silver,NULL,NULL,Rear Brakes,NULL,Current,Current
515,SE-M236,Saddles,LL Mountain Seat/Saddle,NA,NULL,"M ",LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current,Current
516,SE-M798,Saddles,ML Mountain Seat/Saddle,NA,NULL,"M ",ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current,Current
517,SE-M940,Saddles,HL Mountain Seat/Saddle,NA,NULL,"M ",HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current,Current
518,SE-R581,Saddles,LL Road Seat/Saddle,NA,NULL,"R ",LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current,Current
519,SE-R908,Saddles,ML Road Seat/Saddle,NA,NULL,"T ",ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current,Current
520,SE-R995,Saddles,HL Road Seat/Saddle,NA,NULL,"R ",HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current,Current
521,SE-T312,Saddles,LL Touring Seat/Saddle,NA,NULL,"T ",LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current,Current
522,SE-T762,Saddles,ML Touring Seat/Saddle,NA,NULL,"T ",ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current,Current
523,SE-T924,Saddles,HL Touring Seat/Saddle,NA,NULL,"T ",HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current,Current
